PCAS,HF3ndOPT,Gibbs,Enthalpy,Entropy,Polarizability,LUMO,HOMO,HLG,NLUMO,NHOMO,excSinglet_eV,TotEnergyTD,Oscillator_strength,Re,Volume,Density,ESPI,ESPA,TA,PA,N_A,ESPTA,ESPPA,ESPNA,Tvariance,Pvariance,Nvariance,BOC,POS,Pi,MPI,NSA,PSA,FBOmax,FBOmin,FBOmin5,QCPositivemax,QCNegativemax,QCNegativemin,QHPositivemax,LccMax,LccMin,LccAver,DNmax,DNmin,DEmax,DEmin,DN0max,DN0min,DE0max,DE0min,TDN,TDE,TDN0,TDE0,FwLUMOmax,FwHOMOmax,FwRadicalmax,FwDualmax,FwLUMOmin,FwHOMOmin,FwRadicalmin,FwDualmin,TotalFwLUMO,TotalFwHOMO,FEDLUMOmax,FEDHOMOmax,FEDLUMOmin,FEDHOMOmin,TotalFEDLUMO,TotalFEDHOMO,LUMO_delocalization_index,HOMO_delocalization_index,FLUMOmax,FHOMOmax,FRadicalmax,FDualmax,FLUMOmin,FHOMOmin,FRadicalmin,FDualmin,ConElectrophilicitymax,ConElectrophilicitymin,ConNucleophilicitymax,ConNucleophilicitymin,VerticalIP,VerticalEA,Electronegativity,Hardness,Softness,Electrophilicity,Nucleophilicity
p0000128392,-621.7724073,-621.482137,-621.423613,123.174,173.37,-0.00782,-0.26866,0.26084,0.00248,-0.29241,5.2022,-621.5812291,0.0505,9726.2433,2048.56945,1.1286,-20.16859,37.02343,936.73329,528.24149,408.4918,0.00138687,0.01129009,-0.01141948,0.00013248,0.00006387,0.00006862,0.24967881,0.00003308,0.01120738,0.30875437,196.7,65.61,1.46813869,0.05625494,0.80719413,0.073768998,-0.031699624,-0.26873195,0.22471161,3.157743,1.388516,2.273241,-9.55653,-24.60808,-1.83199,-14.75961,-13.81587,-40.0663,-1.42089,-11.11042,-586.07384,-227.334,-846.45667,-169.30124,0.03793,0.14197,0.08131,0.03105,0.00221,0.00049,0.00809,-0.12469,0.717586,0.999947,9.02,20.541,0.075,0.007,90.656601,99.994493,5.03,13.42,0.0609,0.1306,0.0736,0.0367,-6.00E-04,-3.00E-04,2.00E-04,-0.1139,0.05021,-5.00E-04,0.23646,-0.00056,7.9993,-0.5068,3.7462,8.5062,0.1176,0.8249,1.8107
p0000131179,-842.5712554,-842.36471,-842.298323,139.723,180.96,-0.02962,-0.3216,0.29198,-0.00759,-0.32548,5.0526,-842.385576,0.0079,24982.5827,2110.74377,1.3074,-37.73727,22.60035,1055.90326,569.54951,486.35376,-0.00109526,0.01434777,-0.01917998,0.00031997,0.0000731,0.00024687,0.1762678,0.0000564,0.01668079,0.45098808,166.53,129.15,1.99427502,0.05129013,0.80327866,0.309934409,-0.012398364,-0.781398699,0.403508147,3.078285,1.331282,2.148024,-9.96002,-24.06825,-2.79444,-20.39884,-15.89237,-99.23422,-1.803,-12.30633,-528.00223,-287.04419,-1075.83785,-179.97853,0.04977,0.07958,0.05507,0.03801,0.00761,0.00275,0.01175,-0.06096,0.909164,0.999959,15.091,21.657,0.01,0.007,99.923876,99.997589,9.72,13.26,0.0982,0.1366,0.1008,0.0683,-0.006,-0.0036,-0.0048,-0.0715,0.11919,-0.00725,0.05052,-0.00134,9.4787,0.0753,4.777,9.4035,0.1063,1.2134,0.37
p0000135488,-846.5659566,-846.318402,-846.261281,120.222,328.35,-0.07496,-0.21758,0.14262,-0.01611,-0.27264,2.2524,-846.4831822,0.0554,11648.6388,2425.92585,1.2857,-14.66807,19.33347,1122.32344,533.14558,589.17786,-0.00021124,0.01591419,-0.0148031,0.00011285,0.00006943,0.00004342,0.23671701,0.00002671,0.01532095,0.41717531,144.92,169.36,1.65263157,0.05065799,0.85216172,-0.011295,-0.011295,-0.125055083,0.129955532,2.8422,1.35965,2.183216,-12.09045,-24.99991,-2.72826,-13.39828,-17.7116,-64.92224,-1.87221,-8.35055,-687.28334,-316.22488,-1285.45242,-206.45193,0.02353,0.06537,0.04445,0.0143,0.01315,0.00341,0.0092,-0.04185,0.586758,0.999927,8.69,9.703,0.242,0.28,99.980269,99.992084,4.87,5.41,0.0556,0.0629,0.0592,0.0034,0.0103,0.0069,0.0086,-0.0073,0.08676,0.01601,0.20119,0.02207,6.5277,1.4427,3.9852,5.085,0.1967,1.5617,3.2004
p0000149304,-1120.782949,-1120.713622,-1120.671324,89.025,131.48,-0.01363,-0.28143,0.2678,-0.00559,-0.29502,4.9164,-1120.602275,0.1054,2331.5082,1300.28414,1.4414,-24.8718,27.10082,668.81693,315.66036,353.15657,0.00109487,0.01582638,-0.01207252,0.0001715,0.00010498,0.00006651,0.23742037,0.00004072,0.01392791,0.37672044,118.71,68.58,1.67931515,0.07293226,0.85934865,0.060664282,-0.119221203,-0.127350011,0.157822098,2.835765,1.388179,2.114539,-11.25099,-39.08129,-2.55675,-21.31156,56.99879,-36.8224,-1.7758,-14.14726,-322.9958,-152.51553,-125.1224,-103.00013,0.13681,0.16813,0.15247,0.05562,0.03294,0.00682,0.02911,-0.0574,0.921311,0.999943,20.548,26.691,0.464,0.145,99.857605,99.993447,10.97,13.61,0,0.2392,0.1196,-0.0318,0,0.0318,0.0159,-0.2392,0,0,0.3499,0.04645,8.5034,0,4.2517,8.5034,0.1176,1.0629,1.4631
p0000275514,-385.7173875,-385.602445,-385.562813,83.413,130.34,-0.05464,-0.24415,0.18951,-0.0213,-0.28393,2.3605,-385.6306418,0.0075,1309.2683,1221.15644,1.1762,-19.68593,19.98556,622.90099,320.2282,302.6728,0.00028082,0.0151259,-0.0154253,0.00014419,0.00007072,0.00007346,0.24990996,0.00003603,0.01526455,0.41555548,87.07,87.36,1.45653963,0.05084023,0.8519915,-0.023165169,-0.023193944,-0.170283258,0.138600962,3.189757,1.391304,2.24669,-11.94166,-25.29347,-2.6699,-14.59427,-3.11437,-21.07199,-1.84524,-8.87623,-335.79261,-151.62121,-225.9155,-98.30088,0.07331,0.16226,0.09859,0.04512,0.0349,0.00429,0.02265,-0.12735,0.878737,0.999965,16.323,20.06,0.169,0.158,99.99109,99.995961,10.34,12.47,0.1037,0.1265,0.0856,0.06,0.0373,0.0296,0.0392,-0.0818,0.12477,0.0449,0.31346,0.07334,7.4906,0.6326,4.0616,6.858,0.1458,1.2027,2.4775
p0000290379,-264.2475441,-264.19617,-264.165042,65.515,58.11,-0.02575,-0.31971,0.29396,-0.00295,-0.33464,3.9447,-264.1025806,0.0046,411.1908,713.44989,1.2579,-29.18357,21.60081,415.70435,247.4821,168.22225,0.0025018,0.01685824,-0.01861885,0.00032455,0.00011542,0.00020913,0.22915793,0.00007437,0.01728143,0.47812311,56.49,59.92,1.56749934,0.05490446,0.85991293,0.000631564,#NAME?,0.000631561,0.137059415,2.656896,1.39651,2.104561,-11.62254,-23.74497,-2.75007,-16.45748,6.05589,-53.24919,-1.79826,-10.16156,-183.45924,-90.96734,-287.81527,-57.81541,0.10031,0.19822,0.14926,0.05813,0.07955,0.02142,0.05048,-0.09791,0.914768,0.999953,22.46,28.288,2.077,2.56,99.507728,99.993842,15.73,19.02,0,0.1875,0.0938,-0.0706,0,0.0706,0.0353,-0.1875,0,0,0.07903,0.02976,9.8368,0,4.9184,9.8368,0.1017,1.2296,0.4214
p0000343895,-808.4784595,-808.285904,-808.227297,123.348,198.68,-0.01579,-0.2553,0.23951,-0.01443,-0.3068,4.4323,-808.3155744,0.2672,29863.5793,1972.1442,1.3709,-36.75786,50.67939,971.46981,502.47559,468.99422,0.00181783,0.02038682,-0.01807678,0.00035763,0.0001934,0.00016423,0.24833605,0.00008881,0.01924602,0.52440711,119.69,152.35,1.96114254,0.05709887,0.79552847,0.225193507,-0.009087045,-0.266028017,0.248545489,3.038941,1.389394,2.1406,-10.92064,-25.27662,-1.92767,-18.12484,34.48594,-35.61437,-1.45043,-12.65367,-553.27165,-242.23272,-242.5063,-173.87172,0.04231,0.08486,0.05223,0.041,0.01047,0.00083,0.01067,-0.06526,0.762489,0.999956,19.686,11.889,0.006,0.063,89.44975,99.995903,12.92,7.08,0.1092,0.0636,0.0609,0.0972,0.0078,0.0119,0.0113,-0.0398,0.09164,0.00651,0.13824,0.02596,7.6147,-0.3161,3.6493,7.9308,0.1261,0.8396,2.1741
p0000463401,-854.115074,-853.725045,-853.64161,175.603,226.12,-0.01738,-0.29357,0.27619,-0.00783,-0.3002,5.5542,-853.9109614,0.0002,43710.6876,2847.77472,1.0956,-40.38436,57.80691,1308.47819,926.95914,381.51906,0.00464865,0.01426094,-0.01870587,0.00050954,0.00015881,0.00035073,0.21453017,0.00010931,0.01405451,0.42332666,250,116.41,2.04084599,0.05055487,0.77919875,0.287052947,-0.071941362,-0.246063342,0.334087424,3.186415,1.336462,2.115177,-8.44572,-24.4158,-1.70095,-17.23777,-11.69689,-39.71615,-1.3139,-12.34515,-784.04009,-313.67873,-1166.74744,-227.94377,0.06045,0.10684,0.05983,0.05979,0.00083,0.00065,0.00393,-0.09403,0.872092,0.999986,24.202,17.5,0.008,0.001,90.303482,99.997509,11.37,11.37,0.1521,0.1166,0.0774,0.1494,-6.00E-04,-0.0059,-0.0013,-0.1146,0.15008,-0.00064,0.13205,-0.00667,8.7421,-0.2961,4.223,9.0382,0.1106,0.9866,1.1326
p0000482893,-875.4918817,-875.306503,-875.249285,120.424,251.37,-0.0837,-0.24555,0.16185,-0.02292,-0.28749,2.5281,-875.3989758,0.3121,12125.3881,2069.42527,1.4201,-30.97952,34.8363,1005.03384,491.75701,513.27683,0.00129862,0.01755508,-0.01427627,0.00030726,0.00014073,0.00016653,0.24823809,0.00007627,0.01594156,0.43213232,168.08,113.36,1.96798208,0.06096932,0.78018524,0.178620667,-0.076540127,-0.142170578,0.21258801,2.844797,1.352297,2.088999,-10.17307,-23.98169,-2.22061,-19.77707,-12.43878,-35.76277,-1.46067,-12.27675,-563.68474,-292.85408,-664.26488,-185.20072,0.06017,0.08927,0.05665,0.03425,0.01448,0.00235,0.01241,-0.07479,0.933162,0.999895,11.026,14.194,0.105,0.059,99.973769,99.983941,7.41,7.46,0.0988,0.0807,0.0809,0.0497,0.0091,0.0032,0.0131,-0.0716,0.17815,0.0164,0.19685,0.00784,7.26,1.6988,4.4794,5.5612,0.1798,1.804,2.4394
p0000483498,-712.6053978,-712.344097,-712.290343,113.135,195.36,-0.00682,-0.27386,0.26704,-0.00065,-0.28874,5.262,-712.412023,0.0116,7171.4708,2107.58371,1.2512,-29.4187,16.90114,960.84318,567.81287,393.03031,0.00017285,0.01207241,-0.01701852,0.00014386,0.00003458,0.00010928,0.18259031,0.00002627,0.01406468,0.38356092,166.7,102.37,1.47624803,0.05025567,0.78936134,0.008564005,-0.028009828,-0.330635771,0.270199251,3.005409,1.390727,2.234199,-10.51005,-24.30668,-2.6032,-15.92315,-16.07914,-45.17486,-1.90292,-10.73757,-613.82763,-256.98389,-1008.88912,-183.54189,0.04085,0.14387,0.07356,0.03596,0.00325,0.00313,0.01305,-0.14062,0.863687,1.000003,7.757,40.241,0.407,0.037,88.246393,100.005276,4.27,18.42,0.0547,0.2247,0.1134,0.0331,0.0021,-0.0079,-0.0028,-0.2226,0.04492,0.0017,0.37503,-0.01321,7.9871,-0.5134,3.7368,8.5006,0.1176,0.8214,1.669
p0000492386,-498.0913554,-497.977053,-497.931532,95.807,112,-0.03437,-0.31298,0.27861,-0.01225,-0.33092,4.8065,-497.9147212,0.0051,5004.6476,1286.3988,1.2906,-40.81358,41.41113,665.4385,438.12842,227.31008,0.0041921,0.01957009,-0.02544819,0.00059354,0.0001366,0.00045695,0.17717446,0.00010516,0.02053161,0.58716768,79.99,106.35,2.01907936,0.05067245,0.79738231,0.182792653,-0.02802863,-0.700525566,0.43405131,3.143302,1.337095,2.174103,-9.41864,-25.93172,-2.03522,-20.25951,-13.95769,-100.12521,-1.3798,-12.40838,-331.36445,-166.7474,-802.50139,-106.64923,0.09101,0.10868,0.09371,0.04761,0.02116,0.00596,0.0223,-0.0812,0.915825,0.99997,25.126,17.762,0.361,0.432,99.651011,99.99806,11.66,11.52,0.1632,0.124,0.1436,0.0392,0.0184,0.0077,0.013,-0.0549,0.19556,0.02201,0.075,0.00463,9.37,0.0707,4.7204,9.2993,0.1075,1.198,0.6046
p0000494973,-459.540471,-459.375455,-459.330243,95.156,115.82,-0.0122,-0.29725,0.28505,-4.00E-04,-0.30479,4.7021,-459.3676705,0.0034,2692.3252,1375.59577,1.2073,-39.91753,29.75741,686.37466,440.40052,245.97414,0.00210939,0.01551621,-0.02189464,0.00034875,0.00008851,0.00026025,0.18937819,0.00006605,0.01725737,0.48441787,95.69,96.52,1.5749178,0.05210194,0.80981795,0.032229419,-0.050122244,-0.17616254,0.235286796,3.149571,1.389459,2.207637,-10.65697,-24.19878,-2.47395,-17.04898,-16.39583,-66.08497,-1.69644,-10.97933,-379.88275,-171.39603,-711.0313,-116.72256,0.06185,0.20048,0.10452,0.05359,0.00855,0.00385,0.01773,-0.19193,0.873777,0.999973,16.343,46.708,0.61,0.112,91.235806,99.998533,9.06,24.49,0.134,0.2393,0.125,0.1059,0.0022,0.0051,0.0037,-0.2287,0.12686,0.00208,0.24709,0.00527,8.8577,-0.4587,4.1995,9.3164,0.1073,0.9465,1.0325
p0000502443,-385.006539,-384.880733,-384.841064,83.49,76.13,-0.01048,-0.33883,0.32835,0.00244,-0.36032,5.3758,-384.8089828,0.0009,949.8793,1029.96188,1.2419,-43.74367,24.506,547.33341,403.64649,143.68692,0.00450568,0.02066701,-0.04089485,0.00046511,0.00005447,0.00041064,0.10340052,0.00004809,0.02391605,0.70687716,34.11,119.16,2.0276052,0.05445345,0.83404394,0.306147771,-0.048282041,-0.178579591,0.119949761,3.118861,1.515104,2.318106,-11.03626,-22.77399,-2.53358,-18.61551,-16.77376,-35.66691,-1.82027,-12.64304,-281.65811,-122.37161,-420.59174,-87.52313,0.08521,0.40154,0.21121,0.07447,0.01054,0.00751,0.03066,-0.38067,0.869442,0.999966,15.213,58.814,0.401,0.036,91.189937,99.995658,9.16,37.71,0.1153,0.3923,0.2095,0.0903,0.0089,0.0115,0.0154,-0.3656,0.12381,0.0096,-0.00113,-0.03879,10.0138,-0.5065,4.7536,10.5203,0.0951,1.074,-0.0989
p0000514103,-930.3806463,-929.962538,-929.890876,150.826,237.8,-0.01596,-0.26344,0.24748,-0.00646,-0.32899,5.0498,-930.1950709,0.1417,8432.8159,2791.40322,1.2142,-41.69812,51.01099,1184.58474,919.99987,264.58487,0.00466442,0.01313826,-0.02480031,0.00051832,0.00010014,0.00041818,0.15587475,0.00008079,0.01374562,0.42839028,214.94,116.78,2.02603642,0.05131522,0.77254379,0.250212988,-0.013525772,-0.273924911,0.253075851,3.19691,1.34108,2.357445,-10.00834,-24.84041,-1.77003,-17.3066,-14.58964,-51.18269,-1.36728,-12.44056,-820.88965,-329.60429,-1242.91586,-242.12081,0.03647,0.17055,0.0935,0.03436,0.0014,0.00074,0.0058,-0.15411,0.815336,0.999982,10.73,22.833,0.172,0.002,96.847755,99.998355,4.89,13.73,0.0773,0.1396,0.0767,0.0763,-4.00E-04,-0.0017,-8.00E-04,-0.1258,0.06694,-0.00035,0.27264,-0.00341,7.767,-0.2955,3.7358,8.0625,0.124,0.8655,1.9527
p0000521357,-966.0955329,-965.725249,-965.648457,161.624,270.66,-0.01021,-0.25468,0.24447,-0.00711,-0.2698,4.5708,-965.92756,0.3374,63839.9815,2876.28651,1.2094,-27.66059,51.32954,1339.13442,797.03707,542.09736,0.00006529,0.01049876,-0.01527486,0.00024806,0.00011947,0.00012858,0.24966281,0.00006193,0.01241988,0.33829675,274.89,100.1,1.4656011,0.05109872,0.79862339,0.122853059,-0.001113815,-0.278773277,0.290291781,3.114706,1.391288,2.185696,-10.49647,-24.43093,-1.77332,-16.06253,-15.79874,-213.83199,-1.34507,-11.47566,-805.9821,-341.47857,-2691.21627,-244.71105,0.03946,0.08317,0.04666,0.03624,0.00238,0.00035,0.00429,-0.07309,0.691635,0.999971,27.926,15.205,0.063,0.003,90.477108,99.997343,11.38,7.68,0.0613,0.0784,0.0699,0.0253,0.0031,0.0027,0.0036,-0.0428,0.04873,0.00249,0.17178,0.00599,7.5122,-0.4147,3.5487,7.9269,0.1262,0.7944,2.191
p0000528290,-641.0964307,-641.025571,-640.979252,97.485,100.79,-0.07954,-0.36155,0.28201,-0.05352,-0.36456,3.9612,-640.9508597,0.0061,1868.3418,1192.40265,1.5798,-28.54122,36.50245,630.97767,345.54131,285.43637,0.00429498,0.03001656,-0.02684286,0.00035723,0.00022736,0.00012986,0.23137614,0.00008265,0.02823947,0.77772498,37.56,139.13,1.88179846,0.05755283,0.82561272,0.016975138,-0.022515854,-0.11402618,0.134693811,2.80118,1.386086,2.076649,-10.77101,-22.7917,-2.79686,-21.00541,248.14322,-12.57179,-1.64885,-11.23298,-280.34429,-192.35283,1986.5886,-107.90523,0.08339,0.10926,0.08997,0.05635,0.02363,0.00686,0.01525,-0.03863,0.980245,0.999973,10.395,17.415,0.473,0.136,99.963446,99.996637,8.37,12.4,0,0.1199,0.0599,-0.0133,0,0.0133,0.0066,-0.1199,0,0,-0.00952,-0.08594,10.7551,0,5.3775,10.7551,0.093,1.3444,-0.717
p0000541855,-389.5790972,-389.390399,-389.339897,106.292,102.39,-0.00765,-0.31544,0.30779,0.00374,-0.3713,4.2019,-389.4246806,0,6481.162,1386.01449,1.0366,-35.86283,18.38125,720.22534,497.75743,222.46791,0.00269899,0.01092807,-0.01571303,0.00040235,0.00005903,0.00034332,0.1251933,0.00005037,0.01170541,0.33758662,145.21,56.48,2.05366609,0.05020616,0.79366814,0.374337925,-0.06523697,-0.272236734,0.104763144,3.115795,1.515981,2.166231,-10.04274,-23.26987,-2.66957,-18.17354,-14.48129,-44.68127,-1.88898,-12.32398,-367.54314,-152.98137,-555.42375,-107.72561,0.05829,0.35984,0.19315,0.0509,0.0052,0.00514,0.02012,-0.33338,0.871895,1.000013,13.418,48.285,0.455,0.021,91.450475,100.002018,7.3,27.98,0.0775,0.3132,0.1653,0.0442,0.0025,-0.0024,0.0042,-0.2959,0.07511,0.00245,0.16838,-0.00131,9.2877,-0.5539,4.3669,9.8415,0.1016,0.9688,0.5375
p0000547819,-925.8196613,-925.46924,-925.405091,135.012,215.85,-0.01427,-0.26833,0.25406,-0.00658,-0.29622,4.9973,-925.6360151,0.0404,13290.624,2479.63063,1.3032,-35.16278,50.0948,1083.33801,663.03914,420.29888,0.00227715,0.01514036,-0.0180151,0.00039491,0.00021832,0.00017659,0.24720964,0.00009763,0.01584572,0.44233906,187.96,115.41,1.46985611,0.05169773,0.78322688,0.130811563,-0.028381711,-0.254261026,0.333216863,3.15441,1.390529,2.289851,-9.3675,-24.44669,-1.77279,-16.87547,-13.25114,-42.89431,-1.36702,-12.31041,-723.36867,-308.6354,-1051.74652,-227.84856,0.06066,0.12058,0.06514,0.05933,0.00104,0.00132,0.00519,-0.11088,0.740629,0.999957,32.889,21.446,0.03,0.001,91.037234,99.993041,15,12.46,0.198,0.1192,0.1038,0.1884,-0.002,-0.0041,-2.00E-04,-0.1212,0.17183,-0.00178,0.21684,-0.00747,8.0127,-0.3792,3.8167,8.3919,0.1192,0.8679,1.8195
p0000550823,-816.8825907,-816.74845,-816.696813,108.678,194.85,-0.09079,-0.27152,0.18073,-0.02261,-0.31996,3.1446,-816.767029,0,4314.0137,1682.43522,1.5265,-42.68784,66.70111,835.87179,531.99159,303.8802,0.00469765,0.02092811,-0.02371639,0.00080882,0.00037183,0.00043699,0.24837721,0.00020089,0.02101119,0.5970663,118.29,115.78,1.96608712,0.05053849,0.8154871,0.176097825,-0.020552365,-0.171389231,0.345270009,2.856288,1.348552,2.155478,-11.01463,-24.00189,-1.80347,-24.21796,33.00536,-40.51037,-1.24551,-13.20372,-447.59095,-250.93652,-515.66135,-154.14885,0.09162,0.16461,0.10571,0.05157,0.01726,0.00202,0.01105,-0.11781,0.914237,0.999961,17.189,15.436,0.097,0.016,99.949642,99.994485,8.7,8.89,0.1155,0.1376,0.1265,0.0434,0.0015,0.0183,0.0115,-0.0566,0.22784,0.00291,0.23843,0.03168,8.0775,1.8432,4.9604,6.2342,0.1604,1.9734,1.7328
p0000551882,-402.1500535,-402.019613,-401.974978,93.942,78.15,-0.02109,-0.37138,0.35029,-0.00864,-0.37613,4.2063,-401.9954732,0,3875.3017,1095.79481,1.198,-33.75075,23.5011,578.85042,419.63549,159.21493,0.00482479,0.01839167,-0.03093279,0.00025955,0.00006105,0.0001985,0.17988394,0.00004669,0.01977657,0.59432785,52.74,109.36,1.89036023,0.05042876,0.79591658,0.050829042,-0.171743111,-0.265248192,0.118202039,3.079259,1.520735,2.214195,-9.42084,-22.23312,-2.85634,-20.26379,205.01744,-33.45743,-1.78359,-11.80153,-266.33029,-145.07373,243.5265,-89.67796,0.10503,0.30273,0.19536,0.05495,0.01432,0.00802,0.02105,-0.21474,0.907834,0.999985,30.835,40.088,0.178,0.197,98.931187,99.997687,20.78,22.93,0.1722,0.253,0.2116,0.0492,0.0078,0.0141,0.0115,-0.0843,0.21537,0.00973,-0.01384,-0.24904,11.0597,-0.3661,5.3468,11.4257,0.0875,1.251,-0.9845
p0000557619,-1176.719076,-1175.983384,-1175.858451,262.945,368.17,-0.00721,-0.33223,0.32502,-0.00513,-0.33802,6.6513,-1176.474646,0.0058,376369.3648,4620.0441,0.9963,-34.41153,39.28918,2263.39891,1721.57627,541.82264,0.00372171,0.007284,-0.00759704,0.00017405,0.00003629,0.00013777,0.16501823,0.00002872,0.00603036,0.20024685,599.77,34.04,1.31601563,0.05121296,0.84351893,-0.035464374,-0.035464374,-0.261033261,0.32847443,2.548069,1.521385,2.026558,-10.82711,-24.01697,-1.97494,-16.60145,-15.50778,-31.91035,-1.49432,-12.16525,-1279.16488,-482.10073,-1756.774,-358.61956,0.02593,0.06796,0.03628,0.02067,0.00317,0.00268,0.00768,-0.06337,0.793885,0.999995,8.488,7.975,0.005,0.019,88.056687,100.000019,3.82,3.53,,,,,,,,,,,,,,,,,,,
p0000578858,-1708.48366,-1708.34804,-1708.283612,135.601,190.59,-0.06265,-0.30403,0.24138,-0.0529,-0.3466,4.3709,-1708.323033,0.0836,7959.8527,2004.60618,1.701,-29.67003,66.62305,982.00237,600.72019,381.28218,0.00643005,0.02659839,-0.0253457,0.00069687,0.00051736,0.00017951,0.19123966,0.00013327,0.02505919,0.71054392,104.51,170.48,2.14548699,0.05013155,0.81151659,0.172946755,-0.227106054,-0.416159646,0.361393614,2.829362,1.367071,2.142305,-10.0657,-29.28352,-1.80174,-19.0247,-17.92682,-47.24203,-1.23562,-11.83939,-491.59033,-287.1705,-715.41484,-184.18581,0.05889,0.10589,0.07706,0.04447,0.00856,0.00095,0.01125,-0.05984,0.842617,0.999996,15.543,15.162,0.185,0.031,99.978565,99.999038,8.32,9.51,0.0885,0.0962,0.0813,0.0372,0.0148,0.009,0.0119,-0.0497,0.13734,0.02294,0.08161,0.00762,8.9911,0.9803,4.9857,8.0108,0.1248,1.5515,0.848
p0000584690,-1412.358712,-1412.171331,-1412.104278,141.125,203.71,-0.04643,-0.30497,0.25854,-0.02996,-0.30895,4.0279,-1412.210688,0.0001,30896.8215,2129.70954,1.3384,-29.52226,22.89169,1053.42455,579.58788,473.83667,0.00064187,0.01325352,-0.01478447,0.00021472,0.00005113,0.00016359,0.18143221,0.00003896,0.01388442,0.37938512,196.85,98.14,1.98373965,0.05086119,0.77757887,0.197173119,-0.033985894,-0.249862101,0.141771046,2.792951,1.391128,2.111672,-9.85394,-33.7538,-2.76274,-26.2201,-3.3752,-52.46445,-1.79132,-14.76248,-516.26614,-277.31976,-628.58457,-171.73727,0.05714,0.21052,0.12651,0.03068,0.00859,0.00127,0.00835,-0.16802,0.927006,0.999985,15.45,50.299,0.007,0.01,99.925651,99.997377,9.21,27.86,0.0938,0.2215,0.1414,0.0599,0.0098,0.008,0.0109,-0.1601,0.12781,0.0133,0.18216,0.00662,9.0165,0.5767,4.7966,8.4398,0.1185,1.363,0.8226
p0000586390,-514.0203564,-513.918462,-513.872874,95.948,115.63,-0.06274,-0.30554,0.2428,-0.02971,-0.34271,3.9554,-513.8749998,0,8113.7763,1254.84824,1.3319,-32.34259,30.72607,658.84804,411.11497,247.73307,0.00416353,0.01849113,-0.01961323,0.00042115,0.0001467,0.00027445,0.22699464,0.0000956,0.01825865,0.51465021,86.31,98.18,1.89916143,0.05591367,0.81224511,0.012695127,-0.103425348,-0.23097439,0.144447044,3.03504,1.335898,2.12292,-10.77723,-24.861,-2.73136,-19.1054,-9.25161,-30.90379,-1.75003,-11.60404,-315.19335,-168.85104,-331.26737,-104.5627,0.09156,0.15456,0.10718,0.07401,0.02553,0.00662,0.01672,-0.09476,0.948212,0.999988,16.924,23.964,0.349,0.024,99.931048,99.999067,10.79,13.53,0.1561,0.1722,0.116,0.1146,0.0118,0.0076,0.0293,-0.1124,0.23542,0.01782,0.13896,0.00616,9.1601,0.8524,5.0063,8.3077,0.1204,1.5084,0.807
p0000590669,-314.3805177,-314.185645,-314.144672,86.235,95.76,-0.00327,-0.34127,0.338,0.00754,-0.34608,7.3507,-314.1103847,0.0043,2695.2034,1250.71266,1.0054,-3.89495,9.41139,614.76676,418.68376,196.083,0.00328604,0.00602593,-0.00256426,0.00001552,0.00001306,0.00000246,0.13346442,0.00000207,0.00437616,0.13392932,172.15,0,1.11932172,0.06142355,0.84291808,0.005290191,-0.161520686,-0.263380773,0.089804298,3.124425,1.529303,2.296963,-10.45529,-23.37474,-2.75993,-11.44832,-14.90108,-31.44949,-1.99428,-8.33229,-349.21905,-135.97831,-484.04587,-98.37093,0.05912,0.12333,0.06282,0.03809,0.00232,0.01039,0.02268,-0.12101,0.851092,0.999982,7.091,15.593,0.304,0.149,91.140277,99.999409,5,8.98,0.0675,0.0705,0.0682,0.032,4.00E-04,0.0174,0.0177,-0.0556,0.07113,0.00045,-0.00287,-0.01164,10.1431,-0.6184,4.7623,10.7615,0.0929,1.0537,-0.1651
p0000599042,-460.2253493,-460.098543,-460.055711,90.147,79.84,-0.00998,-0.35276,0.34278,0.00502,-0.36482,5.5899,-460.0199251,0.0005,3787.9835,1107.93436,1.3163,-35.37479,31.37956,578.5419,392.1403,186.4016,0.0047632,0.02019921,-0.02771014,0.00033891,0.00010382,0.00023509,0.21249097,0.00007201,0.02108448,0.61549902,58.49,103.52,2.03395975,0.05381794,0.78423154,0.247908782,-0.033460913,-0.266311508,0.305581819,3.012736,1.520851,2.162152,-9.58283,-23.5139,-2.0709,-17.81319,-15.43302,-39.49971,-1.4467,-11.93169,-289.50158,-139.19524,-448.42029,-96.44393,0.07932,0.24084,0.13561,0.06844,0.00524,0.006,0.02508,-0.21047,0.872309,1.000008,14.458,42.325,0.561,0.123,90.837154,99.999995,9.09,23.1,0.1297,0.3098,0.1689,0.0998,5.00E-04,0.0064,0.0077,-0.2817,0.14621,0.00057,-0.00306,-0.14804,10.4636,-0.5134,4.9751,10.977,0.0911,1.1274,-0.4779
